641,12,0,0
5389,12,0,0
366,22,0,0
5402,22,0,0
5403,12,0,0
1,42,0,0
435,22,0,0
452,22,0,0
400,22,0,0
400,35,0,0
427,22,0,0
564,12,0,0
410,13,0,0
410,22,0,0
410,31,0,0
410,12,0,0
612,12,0,0
801,12,0,0
699,12,0,0
688,22,0,0
406,13,0,0
406,22,0,0
465,12,0,0
809,12,0,0
813,12,0,0
1,41,0,0
4,13,0,0
4,14,0,0
4,15,0,0
4,17,0,0
4,18,0,0
4,22,0,0
4,28,0,0
4,29,0,0
4,31,0,0
4,37,0,0
777,13,0,0
777,22,0,0
494,22,0,0
428,22,0,0
458,22,0,0
396,22,0,0
396,35,0,0
354,22,0,0
642,12,0,0
497,22,0,0
524,21,0,0
524,22,0,0
533,21,0,0
533,22,0,0
561,12,0,0
444,22,0,0
791,12,0,0
450,22,0,0
596,22,0,0
408,12,0,0
689,12,0,0
405,22,0,0
405,35,0,0
405,13,0,0
5393,22,0,0
392,22,0,0
451,22,0,0
442,12,0,0
449,22,0,0
554,12,0,0
2,22,0,0
424,22,0,0
445,12,0,0
367,22,0,0
367,35,0,0
453,22,0,0
456,22,0,0
457,22,0,0
467,13,0,0
467,22,0,0
467,31,0,0
690,12,0,0
474,12,0,0
350,22,0,0
5843,12,0,0
618,45,0,0
425,22,0,0
792,12,0,0
792,22,0,0
792,13,0,0
365,22,0,0
365,13,0,0
602,12,0,0
525,22,0,0
422,22,0,0
793,13,0,0
793,22,0,0
475,21,0,0
475,22,0,0
643,22,0,0
454,22,0,0
448,22,0,0
472,22,0,0
472,35,0,0
455,22,0,0
429,12,0,0
517,21,0,0
517,22,0,0
519,21,0,0
519,22,0,0
447,22,0,0
447,35,0,0
802,12,0,0
375,11,0,0
375,14,0,0
375,17,0,0
375,22,0,0
375,27,0,0
375,28,0,0
375,29,0,0
375,35,0,0
375,36,0,0
702,12,0,0
711,12,0,0
706,12,0,0
721,12,0,0
358,13,0,0
358,22,0,0
358,35,0,0
729,22,0,0
5571,47,0,0
822,22,0,0
822,13,0,0
431,22,0,0
471,11,0,0
471,21,0,0
471,22,0,0
471,29,0,0
579,12,0,0
565,12,0,0
586,12,0,0
453,49,0,0
557,12,0,0
560,12,0,0
529,21,0,0
529,22,0,0
550,12,0,0
370,22,0,0
370,35,0,0
370,13,0,0
527,21,0,0
527,22,0,0
562,12,0,0
559,12,0,0
556,12,0,0
589,12,0,0
543,21,0,0
543,22,0,0
553,22,0,0
549,12,0,0
815,12,0,0
365,40,5,0
5496,13,29,0
5414,12,0,0
5415,12,0,0
5416,12,0,0
5417,12,0,0
5419,12,0,0
5420,12,0,0
5421,12,0,0
535,21,0,0
535,22,0,0
609,12,0,0
609,22,0,0
609,29,0,0
613,12,0,0
698,12,0,0
423,12,0,0
423,22,0,0
423,35,0,0
423,13,0,0
703,12,0,0
548,22,0,0
823,13,0,0
823,22,0,0
722,12,0,0
743,12,0,0
730,22,0,0
971,12,0,0
971,13,0,0
971,20,0,0
830,22,0,0
971,22,0,0
563,12,0,0
523,22,0,0
545,12,0,0
816,12,0,0
803,12,0,0
583,12,0,0
587,22,0,0
587,13,0,0
794,12,0,0
588,12,0,0
595,12,0,0
829,12,0,0
829,22,0,0
731,12,0,0
382,22,0,0
382,13,0,0
617,12,0,0
5551,23,0,0
5422,12,0,0
488,22,0,0
723,22,0,0
744,12,0,0
824,13,0,0
824,22,0,0
748,12,0,0
544,12,0,0
546,12,0,0
547,12,0,0
713,12,0,0
5844,12,0,0
770,46,0,0
5571,12,0,0
452,49,0,0
793,12,0,0
5489,40,29,0
716,13,29,0
584,12,0,0
739,12,0,0
739,30,0,0
739,22,0,0
739,13,0,0
739,15,0,0
739,31,0,0
739,29,0,0
739,20,0,0
615,13,0,0
615,22,0,0
780,18,0,0
437,12,0,0
619,12,0,0
619,22,0,0
509,9,0,0
509,13,0,0
509,15,0,0
509,20,0,0
509,22,0,0
509,29,0,0
509,31,0,0
509,34,0,0
618,13,0,0
618,15,0,0
618,20,0,0
618,22,0,0
618,29,0,0
618,31,0,0
618,34,0,0
831,13,0,0
831,22,0,0
552,30,0,0
552,22,0,0
552,13,0,0
552,15,0,0
552,31,0,0
552,29,0,0
552,20,0,0
540,12,0,0
487,15,0,0
487,20,0,0
487,21,0,0
487,22,0,0
487,29,0,0
487,30,0,0
795,12,0,0
361,22,0,0
804,21,0,0
610,13,0,0
610,15,0,0
610,20,0,0
610,22,0,0
610,29,0,0
610,30,0,0
610,31,0,0
716,18,29,0
716,20,29,0
716,22,29,0
716,29,29,0
716,31,29,0
740,12,0,0
551,12,0,0
817,12,0,0
825,13,0,0
825,22,0,0
714,12,0,0
724,22,0,0
732,12,0,0
512,22,0,0
513,13,0,0
513,15,0,0
513,20,0,0
513,22,0,0
513,29,0,0
513,30,0,0
513,31,0,0
530,13,0,0
530,15,0,0
530,20,0,0
530,22,0,0
530,29,0,0
530,30,0,0
530,31,0,0
780,22,0,0
707,12,0,0
707,22,0,0
707,13,0,0
439,15,0,0
439,20,0,0
439,21,0,0
439,22,0,0
439,29,0,0
439,30,0,0
5437,40,29,0
415,12,0,0
386,12,0,0
412,12,0,0
417,12,0,0
5453,13,32,0
626,12,0,0
626,22,0,0
620,12,0,0
621,12,0,0
624,12,0,0
624,22,0,0
623,12,0,0
628,12,0,0
628,22,0,0
779,12,0,0
779,18,0,0
779,22,0,0
704,12,0,0
622,12,0,0
625,12,0,0
805,12,0,0
631,12,0,0
631,22,0,0
715,12,0,0
717,12,0,0
733,12,0,0
725,12,0,0
630,22,0,0
434,17,0,0
434,22,0,0
434,37,0,0
741,12,0,0
608,13,0,0
608,15,0,0
608,18,0,0
608,19,0,0
608,20,0,0
608,29,0,0
608,31,0,0
355,3,0,0
355,4,0,0
355,5,0,0
355,6,0,0
355,13,0,0
355,14,0,0
355,15,0,0
355,16,0,0
355,17,0,0
355,18,0,0
355,20,0,0
355,22,0,0
355,23,0,0
355,26,0,0
355,28,0,0
355,29,0,0
355,31,0,0
355,35,0,0
355,36,0,0
355,37,0,0
355,38,0,0
832,12,0,0
635,12,0,0
632,12,0,0
632,22,0,0
692,12,0,0
627,21,0,0
627,22,0,0
709,12,0,0
629,22,0,0
647,22,0,0
647,13,0,0
646,22,0,0
646,13,0,0
636,12,0,0
636,22,0,0
637,12,0,0
637,22,0,0
718,12,0,0
639,12,0,0
639,22,0,0
640,12,0,0
640,22,0,0
726,13,0,0
726,15,0,0
726,20,0,0
726,22,0,0
726,31,0,0
614,12,0,0
614,30,0,0
614,22,0,0
614,35,0,0
614,13,0,0
614,15,0,0
614,31,0,0
614,29,0,0
614,20,0,0
638,22,0,0
633,12,0,0
645,12,0,0
734,12,0,0
806,12,0,0
749,13,0,0
749,22,0,0
749,31,0,0
745,12,0,0
818,12,0,0
5845,12,0,0
458,46,0,0
818,36,0,0
375,48,0,0
451,49,0,0
5494,13,29,0
5858,12,0,0
810,12,0,0
634,12,0,0
634,22,0,0
585,22,0,0
705,13,0,0
705,22,0,0
712,13,0,0
712,15,0,0
712,18,0,0
712,20,0,0
712,22,0,0
712,29,0,0
712,30,0,0
712,31,0,0
5423,12,0,0
677,22,0,0
678,22,0,0
679,22,0,0
681,22,0,0
667,12,0,0
648,12,0,0
649,12,0,0
377,22,0,0
377,13,0,0
651,22,0,0
651,13,0,0
652,22,0,0
652,13,0,0
654,22,0,0
654,13,0,0
653,22,0,0
653,13,0,0
5426,12,0,0
650,22,0,0
650,13,0,0
682,22,0,0
675,22,0,0
676,22,0,0
657,12,0,0
658,12,0,0
668,22,0,0
683,22,0,0
710,12,0,0
680,12,0,0
662,12,0,0
659,12,0,0
674,12,0,0
674,22,0,0
663,12,0,0
666,12,0,0
440,12,0,0
719,12,0,0
5427,12,0,0
673,22,0,0
727,12,0,0
735,12,0,0
693,12,0,0
798,12,0,0
542,12,0,0
833,12,0,0
671,13,0,0
671,22,0,0
701,13,0,0
701,22,0,0
670,13,0,0
